field_1,State_x,State_y,School Name,Institution Type,x_centroid,y_centroid,centroid_geom,geometry,nearest_polling_index,nearest_polling_distance,nearest_polling_name,nearest_polling_geometry
657,IL,Illinois,aurora university,"Private, 4 Year",-88.34959930845201,41.753970581893306,"-88.34959930845201, 41.753970581893306","POLYGON ((-88.3469676 41.7561936, -88.3481823 41.7561745, -88.3481823 41.7557471, -88.3520633 41.7557013, -88.3520566 41.7539567, -88.35289589999999 41.753923, -88.3528661 41.7527567, -88.3520643 41.7527373, -88.3520663 41.7521047, -88.3496495 41.7521757, -88.34935969999999 41.7521747, -88.3469108 41.7522165, -88.3469254 41.7533676, -88.3469676 41.7561936))",130,0.030662272104009416,Vaughan Athletic Center,POINT (-88.3674876 41.7822016)
658,IL,Illinois,benedictine university,"Private, 4 Year",-88.09696381014528,41.778211174020164,"-88.09696381014528, 41.778211174020164","POLYGON ((-88.0999374 41.7813618, -88.1000786 41.7813276, -88.10006799999999 41.7801804, -88.10002969999999 41.7789156, -88.1000245 41.7782332, -88.1000056 41.7774859, -88.09996839999999 41.7761318, -88.10000719999999 41.7759197, -88.10005719999999 41.7749121, -88.1001109 41.7738323, -88.1000251 41.7738163, -88.0996818 41.7738203, -88.09940279999999 41.7738243, -88.09907560000001 41.7738723, -88.09873229999999 41.7739003, -88.0984158 41.7739523, -88.0980617 41.7740643, -88.0977506 41.7741644, -88.0975092 41.7742364, -88.0972249 41.7743324, -88.0969298 41.7744324, -88.0967206 41.7745004, -88.0964202 41.7744964, -88.0962567 41.7745268, -88.0962378 41.7745284, -88.0959857 41.7745844, -88.09528830000001 41.7744324, -88.0951 41.7744176, -88.095004 41.7747204, -88.09459099999999 41.7760126, -88.09448310000001 41.7764859, -88.0943066 41.7769368, -88.0941076 41.777506, -88.0940433 41.777762, -88.0937112 41.778809, -88.0936201 41.7791365, -88.0934376 41.7797928, -88.09332499999999 41.7802009, -88.0931367 41.7808063, -88.0929167 41.7814743, -88.0927987 41.7818664, -88.0927925 41.781914, -88.09280010000001 41.7819557, -88.09280649999999 41.7819803, -88.09282020000001 41.7819984, -88.0928442 41.7820074, -88.09288599999999 41.7820105, -88.0929524 41.7820058, -88.0936725 41.7819358, -88.0941682 41.7818909, -88.0946721 41.7818598, -88.0953796 41.781832, -88.09640899999999 41.7817944, -88.0969245 41.781757, -88.0975234 41.7817065, -88.0982119 41.781641, -88.0988825 41.7815369, -88.09948869999999 41.7814369, -88.099763 41.781391, -88.0999374 41.7813618))",120,0.03264864099009695,Islamic Center of Naperville,POINT (-88.12148740000001 41.7491548)
659,IL,Illinois,black hawk college,"Public, 2 Year",-90.44887535852581,41.47683093962245,"-90.44887535852581, 41.47683093962245","POLYGON ((-90.45327589999999 41.478058, -90.4533045 41.4772854, -90.4533926 41.4753225, -90.4540667 41.4753296, -90.45410870000001 41.4749337, -90.4540283 41.4727462, -90.4516277 41.472694, -90.4516331 41.4738173, -90.4498363 41.4738223, -90.45002940000001 41.4724678, -90.4500455 41.4724115, -90.4495168 41.472284, -90.4486856 41.4721482, -90.4479102 41.4720348, -90.44770629999999 41.4725272, -90.44718330000001 41.472907, -90.4463947 41.4730678, -90.4456922 41.4731551, -90.4452229 41.4739509, -90.4449973 41.4744262, -90.4448364 41.4748523, -90.44475079999999 41.4751105, -90.44465150000001 41.4754582, -90.4445628 41.4758792, -90.4445011 41.4763755, -90.4444903 41.4766971, -90.4444582 41.4780455, -90.4444716 41.4780897, -90.4444716 41.4782746, -90.44444470000001 41.4782826, -90.4444262 41.4782977, -90.44444470000001 41.4787528, -90.4455624 41.4787522, -90.4456021 41.4823564, -90.4466007 41.4823574, -90.44898569999999 41.4823458, -90.4489121 41.480413, -90.4498145 41.4804187, -90.4497877 41.480057, -90.4515875 41.480051, -90.45158259999999 41.4797159, -90.4515672 41.478668, -90.45285800000001 41.4786719, -90.4528567 41.4782443, -90.4528562 41.4780596, -90.45327589999999 41.478058))",220,0.12862593512578163,Rock Island County Clerk Office,POINT (-90.57817300000001 41.5091269)
660,IL,Illinois,blackburn college,"Private, 4 Year",-89.87157841349664,39.28958742631728,"-89.87157841349664, 39.28958742631728","POLYGON ((-89.86930820000001 39.2932626, -89.8738567 39.2931036, -89.87386429999999 39.2859107, -89.8692801 39.2860917, -89.86930820000001 39.2932626))",17,0.009696226867189834,Macoupin County Board Conference Room,POINT (-89.87967279999999 39.2781468)
661,IL,Illinois,bradley university,"Private, 4 Year",-89.61497546933944,40.699283575203665,"-89.61497546933944, 40.699283575203665","MULTIPOLYGON (((-89.6201209 40.7103346, -89.6194861 40.7096239, -89.61923609999999 40.7093829, -89.6181876 40.7087341, -89.61746840000001 40.7084142, -89.61633089999999 40.7079581, -89.61631509999999 40.7104851, -89.6179874 40.7104506, -89.61897879999999 40.710421, -89.6196252 40.710391, -89.6199393 40.7103618, -89.6201209 40.7103346)), ((-89.6116619 40.7010024, -89.6116638 40.70088, -89.61130919999999 40.7008768, -89.6113106 40.7007901, -89.61111649999999 40.7007883, -89.6111133 40.7009974, -89.6116619 40.7010024)), ((-89.6116665 40.6998866, -89.61114019999999 40.6998809, -89.6111337 40.7002824, -89.6116633 40.7002833, -89.6116665 40.6998866)), ((-89.6102698 40.6958374, -89.60787329999999 40.696642, -89.60794610000001 40.6967524, -89.6079354 40.6987704, -89.61032760000001 40.6988175, -89.6103554 40.6964474, -89.61040250000001 40.6962543, -89.610411 40.6961051, -89.6103768 40.6960126, -89.6102698 40.6958374)), ((-89.61310899999999 40.6952467, -89.6131175 40.6950444, -89.612814 40.6950369, -89.6125924 40.6950947, -89.6126107 40.6951557, -89.6126107 40.6952349, -89.61310899999999 40.6952467)), ((-89.6131048 40.6958931, -89.6131105 40.6953355, -89.6125839 40.6953291, -89.6125768 40.6958953, -89.6131048 40.6958931)), ((-89.6198447 40.6979539, -89.6193146 40.6979507, -89.61931319999999 40.6980566, -89.6198447 40.6980641, -89.6198447 40.6979539)), ((-89.6158918 40.6955405, -89.6133334 40.6955288, -89.6133193 40.6958885, -89.6136849 40.6958906, -89.6136693 40.6962834, -89.6158638 40.6962961, -89.6158918 40.6955405)), ((-89.6153709 40.6949461, -89.6159011 40.6949478, -89.615903 40.6946005, -89.6153728 40.6945988, -89.6153709 40.6949461)), ((-89.6152836 40.695363, -89.6152936 40.6949986, -89.6133509 40.69499, -89.61334340000001 40.6953543, -89.6152836 40.695363)), ((-89.6178905 40.6953738, -89.61789570000001 40.69503, -89.6161275 40.6950145, -89.61612220000001 40.695358, -89.6178905 40.6953738)), ((-89.61785140000001 40.6963063, -89.61786530000001 40.6955681, -89.6170261 40.6955591, -89.61701890000001 40.6959476, -89.6168203 40.6959455, -89.6168277 40.6955511, -89.6161206 40.6955434, -89.61610659999999 40.6962874, -89.61785140000001 40.6963063)), ((-89.6181021 40.696304, -89.6193292 40.696306, -89.6193324 40.6959261, -89.6181081 40.6959286, -89.6181021 40.696304)), ((-89.619214 40.699733, -89.6192477 40.6964641, -89.6186513 40.6964165, -89.6179764 40.6964209, -89.61731690000001 40.6964192, -89.6171947 40.696419, -89.6162551 40.6964172, -89.6160766 40.6964156, -89.61598619999999 40.6964148, -89.6158528 40.6964117, -89.6156199 40.6964063, -89.6154662 40.6964072, -89.6151893 40.6964079, -89.61494980000001 40.696408, -89.6148973 40.696408, -89.6148762 40.6964085, -89.6147864 40.6964125, -89.6145661 40.6964095, -89.614527 40.6964109, -89.6144817 40.6964126, -89.61331130000001 40.6964014, -89.6132106 40.6964004, -89.6131238 40.696399, -89.61273629999999 40.6963971, -89.6125328 40.6963961, -89.61195050000001 40.696445, -89.61193969999999 40.6972981, -89.6107095 40.6972831, -89.6108488 40.6976099, -89.61106700000001 40.6978259, -89.6114307 40.6980097, -89.61212159999999 40.6982165, -89.61226019999999 40.6982509, -89.61271410000001 40.6984084, -89.6127618 40.6984343, -89.6128302 40.6984709, -89.61289120000001 40.6985045, -89.6129639 40.698561, -89.6130404 40.6986228, -89.6131072 40.698697, -89.613167 40.6987884, -89.61326630000001 40.6989433, -89.61333740000001 40.6990789, -89.61336439999999 40.6991481, -89.61338139999999 40.6992372, -89.6133722 40.6995694, -89.61335269999999 40.6996507, -89.61336129999999 40.6996882, -89.6133864 40.6997091, -89.61340199999999 40.699722, -89.6134471 40.6997416, -89.61349610000001 40.6997529, -89.614467 40.699757, -89.6145739 40.6997552, -89.6147734 40.6997561, -89.6149221 40.6997601, -89.61546300000001 40.6997666, -89.61629050000001 40.6997826, -89.61656670000001 40.6997894, -89.619214 40.699733)))",232,0.03255320152519317,Peoria County Election Commission Office,POINT (-89.6258634 40.7423773)
662,IL,Illinois,carl sandburg college,"Public, 2 Year",-90.40739890221442,40.98136270394722,"-90.40739890221442, 40.98136270394722","POLYGON ((-90.41164999999999 40.9838379, -90.4116758 40.9786389, -90.40704100000001 40.9786539, -90.4072668 40.9794448, -90.40596859999999 40.9800118, -90.4050996 40.9805788, -90.4047563 40.9808623, -90.402213 40.9807517, -90.40220069999999 40.9832884, -90.40431959999999 40.98329, -90.4043357 40.9841988, -90.4068055 40.9841178, -90.40699429999999 40.9840501, -90.407032 40.9823625, -90.40737590000001 40.982361, -90.4108355 40.9826673, -90.4108324 40.9829396, -90.4105098 40.9832352, -90.41104919999999 40.9832334, -90.41105140000001 40.9838558, -90.41164999999999 40.9838379))",226,0.046293799734421964,Galesburg City Election Office,POINT (-90.37196659999999 40.945705)
663,IL,Illinois,chicago state university,"Public, 4 Year",-87.60945016593602,41.71799103465762,"-87.60945016593602, 41.71799103465762","POLYGON ((-87.6139944 41.7217646, -87.61380370000001 41.7137744, -87.6059537 41.7139088, -87.6043741 41.7205328, -87.6044021 41.7212831, -87.6044263 41.7219312, -87.6139944 41.7217646))",181,0.014317090728218282,Olive Harvey College,POINT (-87.5920383 41.7105412)
664,IL,Illinois,college of dupage,"Public, 2 Year",-88.07381174524416,41.84109904611613,"-88.07381174524416, 41.84109904611613","POLYGON ((-88.0772485 41.8445176, -88.077415 41.8445231, -88.07766030000001 41.8445166, -88.0804717 41.8444532, -88.0811824 41.8444851, -88.08220439999999 41.8445651, -88.0822848 41.8443892, -88.08230090000001 41.8371477, -88.08064039999999 41.8371573, -88.0793955 41.8371645, -88.07940429999999 41.8379311, -88.0775732 41.8379289, -88.0775732 41.8372015, -88.07731920000001 41.8372015, -88.0726452 41.8373148, -88.07263450000001 41.8384347, -88.06478629999999 41.8385226, -88.0647106 41.8386563, -88.06467360000001 41.8388089, -88.0640353 41.8406368, -88.06342050000001 41.8423705, -88.06322659999999 41.8431025, -88.0631966 41.8432049, -88.0631794 41.843273, -88.0660529 41.8432483, -88.0672227 41.8432383, -88.06735260000001 41.8432461, -88.06745119999999 41.8432676, -88.0675451 41.8433107, -88.06762740000001 41.8433576, -88.067695 41.8434224, -88.0677482 41.8434838, -88.0677877 41.843569, -88.0677996 41.8436674, -88.0678103 41.8440881, -88.06782579999999 41.8441937, -88.067857 41.8443018, -88.0679421 41.8444186, -88.0680473 41.8444985, -88.0681553 41.8445537, -88.06827130000001 41.8445957, -88.0689187 41.8446226, -88.06900880000001 41.8446213, -88.0690972 41.84462, -88.06915239999999 41.8446192, -88.07212490000001 41.8445776, -88.07239370000001 41.8445742, -88.07369060000001 41.8445614, -88.0772485 41.8445176))",115,0.011312507432035617,The Annex at Abbington Banquet Hall,POINT (-88.0573837 41.8299684)
665,IL,Illinois,college of lake county,"Public, 2 Year",-88.0123715932741,42.35581974756184,"-88.0123715932741, 42.35581974756184","POLYGON ((-88.0192347 42.3516342, -88.0155396 42.3517634, -88.0122995 42.3517871, -88.0040812 42.3518347, -88.00398180000001 42.3519269, -88.0039149 42.3526911, -88.0035531 42.3538369, -88.003298 42.3545463, -88.00425319999999 42.3545497, -88.0055618 42.3545543, -88.00548670000001 42.3573474, -88.0072567 42.3573474, -88.00728890000001 42.3594087, -88.0079595 42.3594007, -88.0079605 42.3598501, -88.008461 42.3598567, -88.0084557 42.3604274, -88.01222439999999 42.3603973, -88.01323290000001 42.360429, -88.0161404 42.3604528, -88.0191981 42.360429, -88.01918809999999 42.3562862, -88.0191811 42.3533864, -88.0191827 42.3533338, -88.0192347 42.3516342))",50,0.09045246300289352,Gurnee Village Hall,POINT (-87.913392 42.364474)
666,IL,Illinois,danville area community college,"Public, 2 Year",-87.58912369447498,40.12902973357057,"-87.58912369447498, 40.12902973357057","POLYGON ((-87.5931762 40.1316615, -87.5929725 40.1285066, -87.59161159999999 40.1276608, -87.5924485 40.1266425, -87.59048079999999 40.1259556, -87.58861330000001 40.1260249, -87.58687399999999 40.1261696, -87.58653200000001 40.1262697, -87.5859571 40.1266759, -87.58553499999999 40.1273826, -87.58553499999999 40.1280281, -87.5844361 40.1282729, -87.58483630000001 40.1287459, -87.58665569999999 40.1319286, -87.5931762 40.1316615))",237,0.0365798133120208,Vermilion County Administration Building,POINT (-87.62962810000001 40.1285007)
667,IL,Illinois,depaul university,"Private, 4 Year",-87.65433235670307,41.924384639610096,"-87.65433235670307, 41.924384639610096","MULTIPOLYGON (((-87.6489723 41.9253655, -87.64987960000001 41.9253504, -87.649851 41.924302, -87.6498509 41.9241811, -87.6498508 41.9241152, -87.6498337 41.9237193, -87.6497863 41.9237168, -87.6496983 41.9237168, -87.649649 41.923718, -87.6495479 41.9237203, -87.64883 41.9237371, -87.64888120000001 41.9253329, -87.6489723 41.9253655)), ((-87.65827179999999 41.9235769, -87.6546637 41.9236164, -87.6545905 41.9218071, -87.6543157 41.9218155, -87.65417359999999 41.9218198, -87.6535828 41.9218097, -87.65358879999999 41.9221929, -87.6528996 41.9222116, -87.6529154 41.9236653, -87.6511635 41.9236965, -87.6511679 41.9243434, -87.65117239999999 41.9244322, -87.6512022 41.9250203, -87.6523833 41.9249999, -87.65239579999999 41.9253782, -87.65297839999999 41.9253718, -87.6529996 41.9263468, -87.65450060000001 41.9263308, -87.6544944 41.9258876, -87.6554215 41.9258658, -87.6554087 41.9253198, -87.6576725 41.9252849, -87.6576982 41.9258724, -87.6583677 41.9258596, -87.6583375 41.925225, -87.6590264 41.9252157, -87.6590281 41.9251354, -87.6590061 41.9243505, -87.6583021 41.9243606, -87.65827179999999 41.9235769)))",147,0.005445230082377491,Lincoln Park HS,POINT (-87.6455484 41.9193918)
668,IL,Illinois,depaul university,"Private, 4 Year",-87.64935770994906,41.92454001306648,"-87.64935770994906, 41.92454001306648","POLYGON ((-87.6489723 41.9253655, -87.64987960000001 41.9253504, -87.649851 41.924302, -87.6498509 41.9241811, -87.6498508 41.9241152, -87.6498337 41.9237193, -87.6497863 41.9237168, -87.6496983 41.9237168, -87.649649 41.923718, -87.6495479 41.9237203, -87.64883 41.9237371, -87.64888120000001 41.9253329, -87.6489723 41.9253655))",147,0.005445230082377491,Lincoln Park HS,POINT (-87.6455484 41.9193918)
669,IL,Illinois,depaul university,"Private, 4 Year",-87.65479518629074,41.92437018402435,"-87.65479518629074, 41.92437018402435","POLYGON ((-87.65827179999999 41.9235769, -87.6546637 41.9236164, -87.6545905 41.9218071, -87.6543157 41.9218155, -87.65417359999999 41.9218198, -87.6535828 41.9218097, -87.65358879999999 41.9221929, -87.6528996 41.9222116, -87.6529154 41.9236653, -87.6511635 41.9236965, -87.6511679 41.9243434, -87.65117239999999 41.9244322, -87.6512022 41.9250203, -87.6523833 41.9249999, -87.65239579999999 41.9253782, -87.65297839999999 41.9253718, -87.6529996 41.9263468, -87.65450060000001 41.9263308, -87.6544944 41.9258876, -87.6554215 41.9258658, -87.6554087 41.9253198, -87.6576725 41.9252849, -87.6576982 41.9258724, -87.6583677 41.9258596, -87.6583375 41.925225, -87.6590264 41.9252157, -87.6590281 41.9251354, -87.6590061 41.9243505, -87.6583021 41.9243606, -87.65827179999999 41.9235769))",147,0.007075294347233109,Lincoln Park HS,POINT (-87.6455484 41.9193918)
670,IL,Illinois,dominican university,"Private, 4 Year",-87.82275765564216,41.90259690437657,"-87.82275765564216, 41.90259690437657","POLYGON ((-87.82498699999999 41.9012369, -87.8202596 41.9013474, -87.820348 41.9037243, -87.8230045 41.9036853, -87.8230183 41.9041736, -87.82499489999999 41.9041393, -87.8249369 41.9023976, -87.82505020000001 41.9023306, -87.82498699999999 41.9012369))",75,0.022575470277717204,Elmwood Park Village Hall,POINT (-87.81862820000001 41.9263181)
671,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.16854238160319,39.475231507922956,"-88.16854238160319, 39.475231507922956","POLYGON ((-88.1720826 39.476262, -88.1720772 39.4762206, -88.1720803 39.4757341, -88.1720316 39.4755373, -88.17204769999999 39.4743551, -88.1702748 39.4742992, -88.17001399999999 39.4743113, -88.1696927 39.4743261, -88.16897400000001 39.47438, -88.16809550000001 39.4743856, -88.16746550000001 39.4743784, -88.1647361 39.4743986, -88.1645698 39.4744524, -88.1645934 39.475594, -88.1645967 39.4766119, -88.1648223 39.4766197, -88.1653101 39.4766367, -88.1655998 39.4766408, -88.1655918 39.4756243, -88.1656239 39.4755146, -88.1657178 39.4754255, -88.16595649999999 39.4753137, -88.16782069999999 39.4753096, -88.16805669999999 39.4753054, -88.1681774 39.4753344, -88.1683276 39.4753717, -88.1684295 39.4754566, -88.16851800000001 39.4755477, -88.1685583 39.4757175, -88.16855289999999 39.4761005, -88.1686361 39.4761108, -88.1687568 39.4761377, -88.1688563 39.4761855, -88.168926 39.4762538, -88.1720826 39.476262))",241,0.01886914994084363,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
672,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.17319144646592,39.478282408263354,"-88.17319144646592, 39.478282408263354","POLYGON ((-88.17241249999999 39.476469, -88.1725198 39.4770984, -88.1725359 39.4786883, -88.17250679999999 39.4790777, -88.1725118 39.480177, -88.1729704 39.4801894, -88.17297379999999 39.4801464, -88.173295 39.4801521, -88.173303 39.4803446, -88.1734237 39.4804461, -88.1734405 39.480488, -88.1738233 39.4804708, -88.17383940000001 39.4773468, -88.173885 39.4772123, -88.17385280000001 39.4763282, -88.1737241 39.476264, -88.17330339999999 39.4762724, -88.17291179999999 39.4763325, -88.1728292 39.4763573, -88.17259679999999 39.4764087, -88.17241249999999 39.476469))",241,0.014475294095112792,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
673,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.18154156650712,39.47776574477327,"-88.18154156650712, 39.47776574477327","POLYGON ((-88.17725919999999 39.4817854, -88.1773572 39.4817852, -88.1796683 39.4817814, -88.1836943 39.4817504, -88.1836674 39.4810714, -88.1862692 39.4810403, -88.1863197 39.4810215, -88.1863223 39.4807915, -88.1857215 39.4807832, -88.1857119 39.4794934, -88.1856678 39.4735374, -88.18289420000001 39.4736027, -88.1825296 39.4736113, -88.181984 39.4736241, -88.1807434 39.4736533, -88.1799563 39.4736594, -88.17915290000001 39.4736657, -88.1782382 39.4736615, -88.17821050000001 39.4750681, -88.17897050000001 39.4750777, -88.17875859999999 39.4761253, -88.1771768 39.4761133, -88.1771198 39.4761129, -88.17711439999999 39.4800195, -88.1771117 39.4809469, -88.1771466 39.4816943, -88.17725919999999 39.4817854))",241,0.01328557701306064,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
674,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.17042098564296,39.476845120725244,"-88.17042098564296, 39.476845120725244","POLYGON ((-88.1722596 39.4772619, -88.1722621 39.4771691, -88.1722573 39.477026, -88.1721711 39.4765994, -88.17209870000001 39.4764359, -88.1689418 39.4764297, -88.16890429999999 39.4764793, -88.1688426 39.476527, -88.1687007 39.4765685, -88.16856629999999 39.4766077, -88.1685556 39.4772288, -88.1692395 39.4772324, -88.1709158 39.4772412, -88.1722596 39.4772619))",241,0.01785383511629547,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
675,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.17543913424952,39.480160058068186,"-88.17543913424952, 39.480160058068186","POLYGON ((-88.1769079 39.4842178, -88.1769157 39.4839823, -88.1769297 39.4835618, -88.17693010000001 39.4834572, -88.1769304 39.4833708, -88.1769378 39.481297, -88.1769366 39.4810386, -88.1769341 39.4805042, -88.176929 39.479407, -88.17692700000001 39.4789845, -88.1769103 39.4762231, -88.1768897 39.4761808, -88.1768678 39.4761573, -88.17681899999999 39.4761223, -88.1767344 39.476097, -88.17479609999999 39.476065, -88.17457109999999 39.4760661, -88.174357 39.4760943, -88.1742258 39.4761265, -88.17413190000001 39.4761562, -88.17409189999999 39.4761799, -88.17405549999999 39.4762241, -88.1740427 39.4762639, -88.1740334 39.4763498, -88.1740428 39.4786022, -88.174046 39.4789005, -88.1740685 39.4805191, -88.17406769999999 39.480584, -88.17404089999999 39.4806267, -88.1739887 39.4806559, -88.17387170000001 39.4806655, -88.1732306 39.4806589, -88.17324929999999 39.4818392, -88.1739118 39.4818516, -88.1739096 39.4811583, -88.1739759 39.4811578, -88.17424440000001 39.481156, -88.17424440000001 39.4812927, -88.17417469999999 39.4812906, -88.17414789999999 39.4839756, -88.1741935 39.4840501, -88.1741961 39.4842116, -88.1742552 39.4842385, -88.1754487 39.4842447, -88.1756499 39.4842095, -88.1769079 39.4842178))",241,0.01064836333558602,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
676,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.17343335755103,39.47554923118461,"-88.17343335755103, 39.47554923118461","POLYGON ((-88.1724232 39.4762371, -88.17251709999999 39.476235, -88.1726704 39.4762041, -88.1729436 39.476146, -88.1733356 39.4761089, -88.1738076 39.4760882, -88.17406200000001 39.4760218, -88.1742904 39.4759764, -88.1747008 39.4759619, -88.1746843 39.4750135, -88.1728014 39.4749825, -88.1722864 39.474999, -88.1722891 39.4761564, -88.1724232 39.4762371))",241,0.01883173358827842,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
677,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.16702956582681,39.47626242437257,"-88.16702956582681, 39.47626242437257","POLYGON ((-88.1683276 39.4770404, -88.1683276 39.4765829, -88.16818840000001 39.4765623, -88.1680892 39.4765291, -88.1680111 39.4764897, -88.1679575 39.4764379, -88.16791720000001 39.4763883, -88.1679226 39.4763241, -88.16798989999999 39.4761979, -88.1681238 39.4761439, -88.1682474 39.4761068, -88.16833029999999 39.4760818, -88.1683196 39.4756553, -88.16824200000001 39.4755602, -88.1681506 39.4755063, -88.1680221 39.4754774, -88.16602899999999 39.4754939, -88.1658951 39.4755271, -88.1658441 39.475583, -88.1658063 39.4756491, -88.1658281 39.4769101, -88.1658975 39.4769907, -88.1659944 39.4770343, -88.1661067 39.4770466, -88.1665386 39.4770487, -88.167649 39.4770321, -88.1683276 39.4770404))",241,0.01908588868274096,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
678,IL,Illinois,eastern illinois university,"Public, 4 Year",-88.16807345710792,39.478069281039815,"-88.16807345710792, 39.478069281039815","POLYGON ((-88.1683957 39.4784745, -88.1684108 39.4778292, -88.168392 39.4776657, -88.1677456 39.4776553, -88.16774820000001 39.4784855, -88.1683957 39.4784745))",241,0.017726042453124563,Coles County Clerk's Office,POINT (-88.1750816 39.4948913)
679,IL,Illinois,elgin community college,"Public, 2 Year",-88.32475947604503,42.01806557006843,"-88.32475947604503, 42.01806557006843","POLYGON ((-88.3312341 42.0144536, -88.3258459 42.0144598, -88.3256688 42.0158308, -88.3251538 42.015779, -88.3227452 42.015791, -88.3219137 42.0158029, -88.3213397 42.0158667, -88.32084089999999 42.0159982, -88.3203527 42.0162095, -88.31901689999999 42.0169747, -88.31648490000001 42.0184692, -88.3162596 42.0185489, -88.3158358 42.0186645, -88.3151599 42.0186685, -88.3151385 42.018812, -88.31500440000001 42.0200315, -88.31769730000001 42.0200195, -88.3197036 42.0199996, -88.3197251 42.0207687, -88.32178500000001 42.0207608, -88.32452619999999 42.0207488, -88.3245423 42.0217608, -88.3246764 42.0220518, -88.3247301 42.0228329, -88.32585659999999 42.0228129, -88.3257922 42.020693, -88.3262106 42.020689, -88.3261945 42.0202865, -88.32652710000001 42.0198362, -88.3271675 42.0191626, -88.3271702 42.0190121, -88.3268899 42.0186903, -88.32691939999999 42.0184761, -88.326674 42.0181105, -88.32601750000001 42.0180308, -88.326098 42.017158, -88.3258405 42.0164765, -88.32587270000001 42.0160899, -88.3261838 42.0161258, -88.3267417 42.0163649, -88.327195 42.0166837, -88.3277288 42.0173892, -88.32807750000001 42.0177917, -88.3286729 42.0180707, -88.3291772 42.0189475, -88.3295741 42.0194098, -88.3298745 42.019617, -88.33013149999999 42.0196887, -88.33433719999999 42.019625, -88.3343586 42.0189315, -88.33367200000001 42.0182301, -88.3333609 42.0180388, -88.33129049999999 42.0180468, -88.3312341 42.0144536))",126,0.003993071330437527,Elgin Township,POINT (-88.3137943 42.0149162)
680,IL,Illinois,governors state university,"Private, 4 Year",-87.71865102513873,41.44691704534748,"-87.71865102513873, 41.44691704534748","POLYGON ((-87.73018709999999 41.4453839, -87.7266413 41.445392, -87.72771299999999 41.4433014, -87.7280724 41.4425213, -87.72863030000001 41.4426057, -87.7285928 41.4418618, -87.728551 41.4407635, -87.7285456 41.4383306, -87.7285188 41.4382421, -87.72847590000001 41.4382019, -87.7284008 41.4381777, -87.70944830000001 41.4381737, -87.7095449 41.4484198, -87.7096361 41.4485525, -87.70967899999999 41.4488219, -87.709738 41.4524888, -87.7097433 41.456236, -87.7097594 41.4563003, -87.70979699999999 41.4563365, -87.70986139999999 41.4563606, -87.7156549 41.4563405, -87.72188300000001 41.4562641, -87.72247849999999 41.4562923, -87.7244237 41.4562696, -87.73018709999999 41.4453839))",102,0.0390965867453897,Park Forest Village Hall,POINT (-87.6803769 41.482092)
